cluster,censo_nbi_pobreza_pct,tasa_desempleo_pea,censo_edad_15_29_pct,censo_hombres_pct,joven_hombre_pct,joven_mujer_pct,joven_pobre_pct,joven_no_pobre_pct,censo_internet_pct,censo_analf_digital_pct,censo_discapacidad_pct,censo_educ_superior_pct,censo_ocupacion_directiva_pct,censo_ocupacion_elemental_pct,censo_etnia_indigena_pct,censo_etnia_afro_pct,censo_etnia_montubio_pct,censo_etnia_mestizo_pct,censo_etnia_blanco_pct,censo_etnia_otro_pct,censo_agua_red_pct,censo_alcantarillado_pct,censo_electricidad_pct,censo_deficit_habitacional_pct,censo_vivienda_propia_pct,censo_internet_fijo_pct,censo_computadora_pct,censo_auto_pct,censo_hacinamiento_pct,viirs,ndvi,mndwi,indice_afinidad,poblacion_votante,e_votos_afines,n_zonas
0,0.13255764113172233,0.13223637300360153,0.2668255408162131,0.48702888783721093,0.13255229026823617,0.13427325054797692,0.03384924707919656,0.23243273100822023,0.7751836792318313,0.07813312449849767,0.044443313586803576,0.2490462178597939,0.08468967643265593,0.17310475898847688,0.05222772011229958,0.038079569431672795,0.007801849394372164,0.8863406005870339,0.01524391561197658,0.0003063448626447786,0.9651185467093457,0.9842460947484774,0.9971694235669696,0.1259141935864817,0.4916212196922463,0.738658246174445,0.5679960541088359,0.2876790270457633,0.043683229255379735,47.814217722378,0.12236411986831112,-0.029555377079242832,0.427067717890859,2690.7818930041153,1162.3662382558632,243
1,0.06803487290616811,0.06313206043923446,0.19767481163459916,0.4677019156261092,0.09669234274459826,0.10098246889000086,0.01370400063400642,0.18362360520894808,0.9040419281331239,0.028575154583188878,0.04028299757980783,0.5924114707823757,0.3045254256933079,0.06650082474383322,0.010544710014939002,0.014511730863532976,0.006354286564307955,0.8737445318549031,0.0922855370713666,0.0025592036309501505,0.9655543320223839,0.9865240697358872,0.9988581154728557,0.043279353697949,0.6263470178639422,0.9233768067513619,0.8624275013988962,0.6701121476899546,0.008220905419059503,67.62642155304674,0.1193162596838533,-0.023809840498432388,0.7725331146014405,3027.091743119266,2358.9393533614475,109
2,0.23779629589787882,0.1338230779987467,0.2726315514515601,0.48836304158626387,0.1350547158653373,0.13757683558622277,0.0635560409481268,0.20874437454200045,0.7093327586561826,0.11122885250652395,0.05628720479210951,0.18998855535333958,0.05932242117327774,0.2184552333518719,0.1172079500471611,0.0275168844177962,0.006921042360894213,0.8359696332222598,0.012106390815825267,0.00027809913606316347,0.8928079007049358,0.8684562238518362,0.9924742300886263,0.24751603573532036,0.5562317789450305,0.6637964461738302,0.45823852176245444,0.24961137413163664,0.06203162170991327,26.493740674694834,0.18905160282466443,-0.04670564360122899,0.3439457850328691,2672.992537313433,906.9896027395383,134
3,0.08595966561328684,0.10104768958694804,0.24216826920247375,0.4784716388574827,0.12075133169085851,0.1214169375116152,0.020726568750029525,0.22109437035184396,0.850170153500047,0.04827181848026949,0.04529525871568423,0.39278417262479126,0.16634238163393478,0.12270239296523358,0.019441200840167885,0.025495688478403666,0.007654853967639131,0.917763515105915,0.029111413817282748,0.0005333277905913302,0.9709843632282021,0.9831629586919108,0.9982994553322275,0.08797941530800556,0.5582634342759929,0.8370412131462306,0.7203969936479118,0.44018861276990306,0.01993403483095511,58.78696541339798,0.12180349715810233,-0.0320106642623854,0.550269814699356,3005.351111111111,1651.0869264673283,225
4,0.5879215530170948,0.12633622905401376,0.2508511600388307,0.4998643416048457,0.12549768140762685,0.12535347863120375,0.1420584554421245,0.10830750630659632,0.5798938359042433,0.1867020348088723,0.0847221474011856,0.12287057887235212,0.03279955437447297,0.24961673015809788,0.06992951843695047,0.016482966850978296,0.007952510084024235,0.8935096585136308,0.011817409359501565,0.00030793675491439497,0.6309531017892092,0.33287356271818974,0.9616229257399539,0.5010508278154214,0.6431724671703882,0.5258494050559019,0.27172519373005827,0.1893793512376308,0.06481707376007505,5.0003937494106125,0.22009054854594257,-0.02681948085744968,0.29678720106690765,2188.5,561.6823438604426,20
