zona_id,parroquia_sat,fuente_margen,poblacion_total,poblacion_votante,censo_nbi_pobreza_pct,tasa_desempleo_pea,censo_edad_15_29_pct,censo_hombres_pct,joven_hombre_pct,joven_mujer_pct,joven_pobre_pct,joven_no_pobre_pct,margen_usado,indice_afinidad,e_votos_afines
50-199,Quito,real_barrio_cne,2111,1801,0.09064748201438849,0.07599309153713299,0.26811937470393177,0.47749881572714353,0.13642823306489815,0.13169114163903364,0.018948365703458078,0.24585504500236854,0.3569985221823446,0.6569341948950823,1183.1384850060433
50-005,Quito,real_barrio_cne,4343,3211,0.07045820861155883,0.08805309734513274,0.26916877734285055,0.49389822703200553,0.13400874971218052,0.13516002763067003,0.01819019111213447,0.2509785862307161,0.1464780130293159,0.36802907106475014,1181.7413471889126
50-216,Quito,real_barrio_cne,2756,2260,0.1081179468511103,0.10779220779220779,0.24564586357039186,0.4836719883889695,0.12010159651669086,0.125544267053701,0.024310595065312045,0.22060957910014514,0.2588697583477287,0.5222684429404858,1180.326681045498
50-022,Quito,real_barrio_cne,4219,3207,0.061151931737378526,0.14314762098413988,0.2552737615548708,0.4925337757762503,0.12941455321166154,0.1258592083432093,0.013036264517658214,0.24223749703721262,0.1464780130293159,0.36802907106475014,1180.2692309046538
50-223,Quito,real_barrio_cne,2577,2109,0.03802871556072953,0.09282700421940929,0.22623205277454406,0.47147846332945287,0.10748932867675592,0.11874272409778813,0.006984866123399301,0.21924718665114473,0.2855555061574712,0.5588902870852502,1178.6996154627927
50-405,Quito,real_barrio_cne,3524,2585,0.0981838819523269,0.15486961149547632,0.264472190692395,0.49404086265607267,0.12258796821793416,0.14188422247446084,0.019012485811577752,0.24545970488081725,0.2096615562626555,0.45473819719838554,1175.4982397578267
50-497,Quito,real_barrio_cne,4991,3583,0.1582849128431176,0.13333333333333333,0.2851132037667802,0.48647565618112604,0.13844920857543577,0.14666399519134443,0.04427970346623923,0.240833500300541,0.1172714411348602,0.3279478062807397,1175.0369899038903
50-404,Quito,real_barrio_cne,3500,2583,0.09714285714285714,0.15942028985507245,0.2722857142857143,0.4848571428571429,0.13485714285714287,0.13742857142857143,0.02542857142857143,0.24685714285714286,0.2096615562626555,0.45473819719838554,1174.58876336343
50-182,Quito,real_barrio_cne,1818,1578,0.052805280528052806,0.07524932003626474,0.20352035203520352,0.4361936193619362,0.08525852585258525,0.11826182618261827,0.00825082508250825,0.19526952695269528,0.4175,0.739962622914521,1167.661018959114
50-286,Quito,real_barrio_cne,2690,2062,0.06059479553903346,0.11133603238866396,0.24460966542750928,0.4788104089219331,0.12118959107806691,0.12342007434944238,0.010408921933085501,0.2342007434944238,0.2900763358778626,0.5650943898372349,1165.2246318443783
50-249,Quito,real_barrio_cne,2750,2057,0.16363636363636364,0.16070222822417285,0.27236363636363636,0.4898181818181818,0.14181818181818182,0.13054545454545455,0.042545454545454546,0.2298181818181818,0.2900763358778626,0.5650943898372349,1162.3991598951923
50-424,Quito,real_barrio_cne,4262,3134,0.07538750587130108,0.13719085394307046,0.2571562646644768,0.48709526044110746,0.12365086813702487,0.13350539652745191,0.017597372125762553,0.2390896292820272,0.1484117340739454,0.37068278836811225,1161.7198587456637
50-296,Quito,real_barrio_cne,3250,2535,0.17046855733662145,0.14149253731343284,0.25476923076923075,0.48430769230769233,0.13476923076923078,0.12,0.04953846153846154,0.20523076923076924,0.210236634531113,0.4555273984929733,1154.7619551796872
50-173,Quito,real_barrio_cne,1429,1270,0.05108467459762071,0.05186721991701245,0.18824352694191743,0.46815955213435967,0.09517144856543037,0.09307207837648705,0.00979706088173548,0.17844646606018194,0.5407232105252602,0.9090664173086987,1154.5143499820474
50-218,Quito,real_barrio_cne,2802,2210,0.20785302593659943,0.08841463414634146,0.2416131334760885,0.48394004282655245,0.1206281227694504,0.12098501070663811,0.05424696645253391,0.18665239114917917,0.2588697583477287,0.5222684429404858,1154.2132588984737
50-001,Quito,real_barrio_cne,4416,3131,0.21195652173913043,0.12978819287967552,0.2864583333333333,0.479393115942029,0.13609601449275363,0.1503623188405797,0.06136775362318841,0.22509057971014493,0.1464780130293159,0.36802907106475014,1152.2990215037328
50-416,Quito,real_barrio_cne,4194,3105,0.11992355470616341,0.15533088235294118,0.2718168812589413,0.491654744873629,0.13710061993323797,0.13471626132570338,0.0340963280877444,0.23700524558893657,0.1484117340739454,0.37068278836811225,1150.9700578829886
50-429,Quito,real_barrio_cne,4222,3097,0.07748815165876777,0.08925233644859813,0.24396020843202273,0.4661297963050687,0.11250592136428234,0.1314542870677404,0.020132638559924206,0.2235907153008053,0.1484117340739454,0.37068278836811225,1148.0045955760436
50-367,Quito,real_barrio_cne,2670,2061,0.05131086142322097,0.1157580283793876,0.24531835205992508,0.4655430711610487,0.1101123595505618,0.1352059925093633,0.010112359550561797,0.2352059925093633,0.2836121437422552,0.5562233385704759,1146.376300793751
50-224,Quito,real_barrio_cne,2652,2051,0.1610105580693816,0.12789017341040462,0.22209653092006032,0.4709653092006033,0.111236802413273,0.11085972850678733,0.043363499245852186,0.17873303167420815,0.2855555061574712,0.5588902870852502,1146.2839788118483
50-299,Quito,real_barrio_cne,3360,2508,0.17232142857142857,0.12051569506726457,0.2550595238095238,0.49375,0.13095238095238096,0.12410714285714286,0.04196428571428571,0.2130952380952381,0.210236634531113,0.4555273984929733,1142.462715420377
55-014,Calderón,real_parroquia,4502,3348,0.15504220346512662,0.1488833746898263,0.2732119058196357,0.4828964904486895,0.13238560639715682,0.1408262994224789,0.03864948911594847,0.23456241670368724,0.1266315416264707,0.3407930202813737,1140.975031902039
50-060,Quito,real_barrio_cne,2567,1910,0.15504479937670432,0.11965811965811966,0.27580833657966497,0.49318270354499416,0.15114920140241528,0.1246591351772497,0.04596805609661083,0.22984028048305416,0.3121550160188366,0.595393783686324,1137.202126840879
79-001,Puembo,real_parroquia,5982,4462,0.19809428284854563,0.08361306072627403,0.24841190237378802,0.4933132731527917,0.12671347375459713,0.1216984286191909,0.04831160147107991,0.2001003009027081,0.063518595904722,0.2541807777383696,1134.1546302686052
55-046,Calderón,real_parroquia,4444,3325,0.09763246899661782,0.11269906084115966,0.265976597659766,0.4855985598559856,0.12983798379837982,0.13613861386138615,0.024302430243024302,0.24144914491449146,0.1266315416264707,0.3407930202813737,1133.1367924355675
50-423,Quito,real_barrio_cne,4119,3048,0.07356154406409322,0.11442080378250591,0.25710123816460306,0.48118475358096624,0.12575867929109008,0.13134255887351298,0.016994416120417577,0.2401068220441855,0.1484117340739454,0.37068278836811225,1129.8411389460061
55-041,Calderón,real_parroquia,4329,3315,0.12728112728112728,0.13030035335689047,0.2513282513282513,0.486024486024486,0.12843612843612845,0.1228921228921229,0.03164703164703165,0.21968121968121967,0.1266315416264707,0.3407930202813737,1129.7288622327537
50-120,Quito,real_barrio_cne,2427,1729,0.16604861969509682,0.15022761760242792,0.2826534816646065,0.4861969509682736,0.14091470951792337,0.14173877214668315,0.043675319324268644,0.23897816234033786,0.3537960303510952,0.6525392962564884,1128.2404432274684
50-184,Quito,real_barrio_cne,1777,1523,0.045454545454545456,0.07870837537840565,0.28137310073157007,0.4563871693866066,0.12661789532920653,0.15475520540236354,0.010129431626336522,0.25604952166572875,0.4175,0.739962622914521,1126.9630746988155
80-005,San Antonio,real_parroquia,4816,3576,0.11648671096345516,0.09568788501026694,0.26806478405315615,0.4833887043189369,0.13434385382059802,0.13372093023255813,0.025539867109634552,0.2425249169435216,0.1078990375885237,0.3150857083405627,1126.7464930258523
50-390,Quito,real_barrio_cne,3109,2471,0.0369893856545513,0.1494376004284949,0.30170472820842714,0.48472177549051143,0.1521389514313284,0.14956577677709876,0.009327758121582503,0.29237697008684466,0.2096615562626555,0.45473819719838554,1123.6580852772106
50-052,Quito,real_barrio_cne,4169,3051,0.16358839050131926,0.10078594544613963,0.26625089949628206,0.4936435596066203,0.1376828975773567,0.1285680019189254,0.04197649316382825,0.22427440633245382,0.1464780130293159,0.36802907106475014,1122.8566958185527
50-287,Quito,real_barrio_cne,2458,1975,0.06305939788445891,0.10293012772351616,0.2449145646867372,0.49227013832384053,0.1277461350691619,0.11716842961757526,0.016680227827502035,0.22823433685923514,0.2900763358778626,0.5650943898372349,1116.061419928539
50-232,Quito,real_barrio_cne,2632,1996,0.25037993920972645,0.09071428571428572,0.26253799392097266,0.49164133738601823,0.12158054711246201,0.14095744680851063,0.06458966565349544,0.1979483282674772,0.2855555061574712,0.5588902870852502,1115.5450130221595
50-217,Quito,real_barrio_cne,2684,2134,0.16841317365269462,0.12467532467532468,0.2406855439642325,0.4903129657228018,0.12369597615499255,0.11698956780923994,0.042101341281669154,0.19821162444113263,0.2588697583477287,0.5222684429404858,1114.5208572349966
50-307,Quito,real_barrio_cne,3159,2444,0.08793650793650794,0.10390355912743972,0.25546058879392214,0.4716682494460272,0.12187401076289965,0.13358657803102247,0.02310857866413422,0.2323520101297879,0.210236634531113,0.4555273984929733,1113.3089619168268
55-021,Calderón,real_parroquia,4329,3257,0.07022407022407022,0.1536502546689304,0.25571725571725573,0.4781704781704782,0.1245091245091245,0.1312081312081312,0.01824901824901825,0.23746823746823748,0.1266315416264707,0.3407930202813737,1109.962867056434
50-222,Quito,real_barrio_cne,2651,1981,0.1961523953225198,0.14657534246575343,0.2802715956242927,0.4930215013202565,0.13881554130516785,0.14145605431912486,0.04979253112033195,0.23047906450396077,0.2855555061574712,0.5588902870852502,1107.1616587158808
50-002,Quito,real_barrio_cne,4098,2997,0.14250854075158614,0.11770381090207428,0.287701317715959,0.486090775988287,0.14006832601268912,0.14763299170326988,0.0424597364568082,0.2452415812591508,0.1464780130293159,0.36802907106475014,1102.9831259810562
50-185,Quito,real_barrio_cne,1728,1489,0.06778679026651217,0.14699792960662525,0.29108796296296297,0.4774305555555556,0.14525462962962962,0.14583333333333334,0.02141203703703704,0.26967592592592593,0.4175,0.739962622914521,1101.8043455197217
50-377,Quito,real_barrio_cne,3217,2403,0.11377059372085795,0.11723329425556858,0.2738576313335406,0.4762200808206403,0.13397575380789556,0.13988187752564502,0.02953061858874728,0.2443270127447933,0.2107060991505236,0.4561716622492717,1096.180504385
50-015,Quito,real_barrio_cne,4031,2977,0.15628876209377326,0.16234072675790467,0.28553708757132223,0.4768047630860829,0.13470602828082362,0.15083105929049864,0.04341354502604813,0.24212354254527413,0.1464780130293159,0.36802907106475014,1095.622544559761
50-489,Quito,real_barrio_cne,4675,3399,0.1499465240641711,0.16923754958131335,0.2793582887700535,0.480427807486631,0.1383957219251337,0.14096256684491978,0.0374331550802139,0.24192513368983956,0.1117982324572535,0.32043671846741983,1089.16440607076
50-322,Quito,real_barrio_cne,2839,2135,0.09451659451659451,0.1082036775106082,0.25678055653399084,0.4973582247270166,0.14054244452271927,0.11623811201127157,0.03099682986967242,0.22578372666431842,0.2497268302374093,0.5097212626751959,1088.2548958115433
