zona_id,barrio,parroquia_sat,cluster,indice_afinidad,e_votos_afines,poblacion_votante,censo_nbi_pobreza_pct,tasa_desempleo_pea,censo_edad_15_29_pct,censo_hombres_pct,joven_hombre_pct,joven_mujer_pct,joven_pobre_pct,joven_no_pobre_pct,censo_internet_pct,censo_analf_digital_pct,censo_discapacidad_pct,censo_educ_superior_pct,censo_ocupacion_directiva_pct,censo_ocupacion_elemental_pct,censo_etnia_indigena_pct,censo_etnia_afro_pct,censo_etnia_montubio_pct,censo_etnia_mestizo_pct,censo_etnia_blanco_pct,censo_etnia_otro_pct,censo_agua_red_pct,censo_alcantarillado_pct,censo_electricidad_pct,censo_deficit_habitacional_pct,censo_vivienda_propia_pct,censo_internet_fijo_pct,censo_computadora_pct,censo_auto_pct,censo_hacinamiento_pct,viirs,ndvi,mndwi
50-072,Ponceano,Quito,3,0.7431848799055887,2984.630477700844,4016,0.1283041886945913,0.1031549096065225,0.2300345458240195,0.4712456817719975,0.1133915870757976,0.1166429587482219,0.0290591343222922,0.2009754115017273,0.8599878073562284,0.0455192034139402,0.0457224141434667,0.4241007925218451,0.1855313960577118,0.1316805527331843,0.0195082300345458,0.0195082300345458,0.0087380613696403,0.9105872790083316,0.0412517780938833,0.000406421459053,0.9771297884505432,0.9959977129788452,0.9994282447112636,0.0726129216695254,0.531054131054131,0.833048433048433,0.7082621082621082,0.4444444444444444,0.0176638176638176,75.31069252082892,0.0620616403494677,-0.0226990624830416
50-153,Iñaquito,Quito,1,0.9090664173086987,2983.555981607149,3282,0.1159221704576596,0.0656842105263157,0.1890929021649767,0.449712249931488,0.0929021649767059,0.0961907371882707,0.0232940531652507,0.1657988489997259,0.9281995067141684,0.0238421485338448,0.040559057275966,0.6793642093724308,0.3526993696903261,0.0438476294875308,0.0057550013702384,0.0137023842148533,0.008495478213209,0.8366675801589477,0.1320909838311866,0.0032885722115648,0.9014976958525346,0.9982718894009216,0.9994239631336406,0.0126728110599078,0.5724885844748858,0.9412100456621004,0.8841324200913242,0.6381278538812786,0.0051369863013698,82.64445898220967,0.0690581187591319,-0.0088873231393109
50-105,La Concepcion,Quito,1,0.9022860484298614,2974.837101673253,3297,0.0410958904109589,0.0643699002719855,0.211941070043939,0.459033341948824,0.1044197467045748,0.1075213233393641,0.0072370121478418,0.2047040578960972,0.8904109589041096,0.0434220728870509,0.0434220728870509,0.5435513052468338,0.2610493667614371,0.0814163866632204,0.0036185060739209,0.0126647712587231,0.0038769707934866,0.9066942362367536,0.0728870509175497,0.0002584647195657,0.98971898560658,0.9952021932830706,0.9993145990404386,0.0301576422206991,0.5382513661202186,0.8729508196721312,0.7862021857923497,0.5191256830601093,0.0081967213114754,60.33379396771461,0.0574603081990395,-0.003246401605931
50-149,Jipijapa,Quito,1,0.8314817526467053,2971.7157839593247,3574,0.0465059654248843,0.0544012089157536,0.2393474555636718,0.4453372291210129,0.1168736303871439,0.1224738251765278,0.0077915753591429,0.2315558802045288,0.9159970781592404,0.0216703189676162,0.0267835402970538,0.6238130021913806,0.3252982712442172,0.0469929388848307,0.0031653274896518,0.0165570976381787,0.0075480886291697,0.8884830776722669,0.079863647431215,0.0043827611395178,0.9741935483870968,0.9951612903225806,1.0,0.0059139784946236,0.5210442194992009,0.9280767181672882,0.838572189664358,0.4762919552477357,0.0026638252530633,91.68994938419554,0.058686423894826,0.0024928208720914
50-131,Kennedy,Quito,1,0.8327154923399763,2931.9912485290565,3521,0.0414520480745646,0.0775975449364314,0.1921194322075379,0.4579050416054821,0.0949583945178658,0.097161037689672,0.0115026921194322,0.1796377875673029,0.8876651982378855,0.0425844346549192,0.0513950073421439,0.5819872736172296,0.2834067547723935,0.0580029368575624,0.0083210964268232,0.0146842878120411,0.0090553108174253,0.8830151737640725,0.0832109642682329,0.0017131669114047,0.9806924101198402,0.9940079893475366,1.0,0.0585885486018641,0.6341948310139165,0.9012591119946984,0.8257123923127899,0.5811795891318754,0.0086149768058316,95.00141848874895,0.0702507354872716,-0.0282008136749827
50-104,La Concepcion,Quito,1,0.9022860484298614,2930.6250853001898,3248,0.0451425554382259,0.0912584053794428,0.1997382198952879,0.4573298429319372,0.106544502617801,0.0931937172774869,0.0083769633507853,0.1903141361256544,0.8780104712041885,0.0434554973821989,0.087696335078534,0.5484293193717278,0.2282722513089005,0.0730366492146596,0.0117801047120418,0.0198952879581151,0.0054973821989528,0.8701570680628272,0.0924083769633507,0.000261780104712,0.9845474613686536,0.9955849889624724,0.9963208241353936,0.0272259013980868,0.532069970845481,0.8760932944606414,0.7835276967930029,0.5174927113702624,0.0080174927113702,55.13660130582403,0.0619790630193466,0.0023606944010158
50-159,Rumipamba,Quito,1,1.0,2921.0,2921,0.0367940673131774,0.0686695278969957,0.1853964632059327,0.466343411294923,0.0944095835710211,0.0909868796349115,0.0054192812321734,0.1799771819737592,0.92156303479749,0.0236737022247575,0.0328009127210496,0.6297775242441529,0.3342840844266971,0.0490587564175698,0.004563605248146,0.0148317170564746,0.0048488305761551,0.8953223046206503,0.0790074158585282,0.0014261266400456,0.9846046186144156,0.98740377886634,1.0,0.0258922323303009,0.6515045486354094,0.9566130160951716,0.9153254023792862,0.7074877536738978,0.0013995801259622,64.45945092053479,0.1807964593773794,-0.0272370789103539
84-999,Tumbaco,Tumbaco,2,0.4730001215193621,2918.883749895984,6171,0.3858173076923077,0.1086453999075358,0.2545673076923077,0.4949519230769231,0.127764423076923,0.1268028846153846,0.1080528846153846,0.146514423076923,0.7453125,0.0985576923076923,0.0581730769230769,0.2807692307692307,0.1415865384615384,0.2051682692307692,0.0401442307692307,0.0134615384615384,0.0076923076923076,0.8836538461538461,0.0539663461538461,0.0010817307692307,0.7447833065810594,0.4265650080256822,0.991171749598716,0.2780898876404494,0.6850332161000391,0.6991012114107074,0.5701445877295819,0.4525205158264947,0.0496287612348573,7.457101924680939,0.2602714971966433,-0.0837632751331145
50-115,Kennedy,Quito,1,0.8327154923399763,2916.169654174597,3502,0.0487283099595911,0.0782533506268914,0.1825041263852864,0.4711153029945767,0.0919594435274699,0.0905446828578165,0.0091959443527469,0.1652912049045036,0.8995519924546098,0.0341900495166234,0.0443291676491393,0.5430323037019571,0.2489978778589955,0.0709738269276114,0.0099033246875736,0.0195708559302051,0.0049516623437868,0.9165291204904504,0.0478660693232728,0.0011789672247111,0.9815789473684212,0.9973684210526316,1.0,0.0243421052631578,0.578809679529104,0.9300196206671026,0.8790058862001308,0.6324395029431,0.0052321778940483,67.9540642530595,0.0911269219506425,-0.0290212263203959
50-090,La Concepcion,Quito,1,0.9022860484298614,2906.263361992584,3221,0.0555555555555555,0.0726172465960665,0.1832946635730858,0.4805362206754318,0.0899716421758185,0.0933230213972673,0.0092807424593967,0.1704047434905903,0.8381026037638567,0.08558906934777,0.0786285125032224,0.5052848672338232,0.1861304459912348,0.0549110595514307,0.0126321216808455,0.0136633152874452,0.0077339520494972,0.888373292085589,0.0750193348801237,0.002577984016499,0.980453479280688,0.9929632525410476,0.9992181391712276,0.0555121188428459,0.5206547155105222,0.8752922837100545,0.8277474668745128,0.6196414653156664,0.0054559625876851,51.37927275437576,0.0802300491066587,-0.0161064095804512
