zona_id,censo_internet_pct,censo_analf_digital_pct,censo_discapacidad_pct,censo_educ_superior_pct,censo_ocupacion_directiva_pct,censo_ocupacion_elemental_pct,censo_etnia_indigena_pct,censo_etnia_afro_pct,censo_etnia_montubio_pct,censo_etnia_mestizo_pct,censo_etnia_blanco_pct,censo_etnia_otro_pct,censo_agua_red_pct,censo_alcantarillado_pct,censo_electricidad_pct,censo_deficit_habitacional_pct,censo_vivienda_propia_pct,censo_internet_fijo_pct,censo_computadora_pct,censo_auto_pct,censo_hacinamiento_pct
65-003,0.7782819116757411,0.07985480943738657,0.03720508166969147,0.22444041137326073,0.07894736842105263,0.1984271022383545,0.12099213551119177,0.009074410163339383,0.0027223230490018148,0.8596491228070176,0.007562008469449486,0.0,0.9174406604747162,0.9545923632610939,0.9979360165118679,0.20743034055727555,0.5695159629248198,0.7476828012358393,0.5602471678681772,0.3233779608650875,0.0411946446961895
65-004,0.7423027166882277,0.09133247089262614,0.05407503234152652,0.1909443725743855,0.06520051746442432,0.19741267787839586,0.13531694695989652,0.010608020698576973,0.014747736093143596,0.8357050452781372,0.0036222509702457956,0.0,0.8777777777777778,0.8629629629629629,0.9898148148148148,0.2037037037037037,0.6593406593406593,0.7087912087912088,0.5173992673992674,0.26282051282051283,0.048534798534798536
65-999,0.4650537634408602,0.07258064516129033,0.08333333333333333,0.11290322580645161,0.016129032258064516,0.17204301075268819,0.06720430107526881,0.002688172043010753,0.008064516129032258,0.9220430107526881,0.0,0.0,0.8390804597701149,0.5747126436781609,0.9540229885057471,0.3103448275862069,0.7126436781609196,0.4827586206896552,0.45977011494252873,0.14942528735632185,0.06896551724137931
66-001,0.7052845528455285,0.11585365853658537,0.08333333333333333,0.15040650406504066,0.047764227642276426,0.27134146341463417,0.02032520325203252,0.011178861788617886,0.0,0.9563008130081301,0.012195121951219513,0.0,0.9209621993127147,0.9312714776632303,0.9896907216494846,0.26804123711340205,0.5714285714285714,0.6768707482993197,0.3707482993197279,0.3163265306122449,0.04421768707482993
66-999,0.5394871794871795,0.18666666666666668,0.06564102564102564,0.10564102564102563,0.028717948717948718,0.30666666666666664,0.19589743589743588,0.021538461538461538,0.006153846153846154,0.7671794871794871,0.009230769230769232,0.0,0.4954128440366973,0.41590214067278286,0.8929663608562691,0.6207951070336392,0.503030303030303,0.39090909090909093,0.22424242424242424,0.22727272727272727,0.10303030303030303
68-001,0.7053701015965167,0.1509433962264151,0.09433962264150944,0.17706821480406387,0.07547169811320754,0.19448476052249636,0.01741654571843251,0.005805515239477504,0.013062409288824383,0.9521044992743106,0.011611030478955007,0.0,0.9380165289256198,0.8801652892561983,1.0,0.384297520661157,0.6122448979591837,0.563265306122449,0.32653061224489793,0.17142857142857143,0.02040816326530612
68-999,0.560352422907489,0.17841409691629956,0.07577092511013216,0.11674008810572688,0.025110132158590308,0.1960352422907489,0.02026431718061674,0.03480176211453744,0.01629955947136564,0.9013215859030838,0.027312775330396475,0.0,0.7716129032258064,0.535483870967742,0.9703225806451613,0.5729032258064516,0.5761843790012804,0.5019206145966709,0.2471190781049936,0.15492957746478872,0.06017925736235595
69-001,0.7106796116504854,0.13009708737864079,0.07184466019417475,0.16116504854368932,0.04757281553398058,0.1912621359223301,0.007766990291262136,0.03398058252427184,0.01650485436893204,0.9281553398058252,0.013592233009708738,0.0,0.9487870619946092,0.9299191374663073,1.0,0.33692722371967654,0.47480106100795755,0.6074270557029178,0.29442970822281167,0.22811671087533156,0.03978779840848806
69-999,0.6099656357388317,0.16323024054982818,0.06987399770904926,0.10767468499427263,0.03436426116838488,0.23997709049255442,0.020618556701030927,0.024627720504009163,0.010882016036655211,0.9284077892325315,0.015463917525773196,0.0,0.75,0.3,0.9879310344827587,0.5672413793103448,0.4702886247877759,0.5195246179966044,0.2071307300509338,0.19015280135823429,0.03735144312393888
70-001,0.7797619047619048,0.0880952380952381,0.04196428571428571,0.3556547619047619,0.14404761904761904,0.17946428571428572,0.10119047619047619,0.0125,0.008333333333333333,0.8574404761904761,0.019642857142857142,0.0008928571428571428,0.935609756097561,0.9629268292682926,0.9931707317073171,0.13463414634146342,0.5748331744518589,0.7473784556720686,0.6310772163965681,0.3813155386081983,0.055290753098188754
